cpt	cpf	cpit	cpif	cprandfftt	cprandfftf	cprandt	cprandf
1.390132282	0.936531962417092	0.229176725	0.930153165103131	0.923757981	0.899605293279205	0.131027105	0.930542703606742
1.602646033	0.941195321066576	0.424779102	0.961273559779857	1.345705711	0.977172528787173	0.39436576	0.973369769868569
1.803453218	0.95286743968048	0.622977645	0.965792342161277	1.759086905	0.987981926942621	0.620234133	0.970626807567727
2.002387038	0.961721702657285	0.815439864	0.969467554708557	2.173348895	0.988625944029918	0.847887219	0.974236810143842
2.200535056	0.966441535454401	1.012446329	0.972139895449628	2.593733786	0.988743845316092	1.076846181	0.973530176996248
2.399416698	0.969303812449699	1.233915518	0.973722599573223	3.014951715	0.989133233327013	1.317357445	0.974977454474788
2.596335264	0.971265774415175	1.432743757	0.974808581310189	3.425353323	0.989204308268578	1.558931158	0.987103534689936
2.794946535	0.972748351129156	1.627927027	0.975708196822535	3.846626447	0.989309800840494	1.809486528	0.987850754263473
2.996192617	0.973934045381038	1.824236143	0.976497292767122	4.259305872	0.989208630199554	2.044233173	0.988188852150055
3.191241395	0.974915975752082	2.032950528	0.977204328523899	4.673788823	0.989426943762049	2.2711078	0.98835748848192
3.386564696	0.975749865833067	2.229625634	0.977843927139595	5.086191865	0.989386623730735	2.497493758	0.988600194561212
3.581559922	0.976471891440146	2.425402608	0.978421179079482	5.501383408	0.989479007162368	2.722295053	0.988449069919486
3.777261985	0.97710669557954	2.621953417	0.978933669221342	5.913609071	0.989409794321216	2.949760331	0.988520256243794
3.975888811	0.977671726004707	2.81912167	0.979378285890473	6.333078244	0.989370000635725	3.176986448	0.988530596981588
4.172124424	0.978179746228884	3.015982562	0.979755748035814	6.746872813	0.989367169416924	3.403366147	0.988128423570782
4.366860776	0.978640355574359	3.212449781	0.980071078808206	7.15831591	0.989181546979664	3.6302068	0.988197428393425
4.562923931	0.979060946749069	3.408943134	0.980332035546997	7.573015783	0.989378857265788	3.856307078	0.988750626551862
4.758955188	0.979447330404986	3.60714007	0.980547309060361	7.991673989	0.989663246046423	4.083047766	0.988822933771796
4.954789791	0.979804154962806	3.807639765	0.980725250857846	8.408096699	0.989581627449877	4.311035294	0.988517509198939
5.153910458	0.98013519646846	4.005181068	0.980873214139897	8.830880094	0.989456043689158	4.53825501	0.988326821013178
5.348582081	0.980443563588044	4.209629865	0.98099734058453	9.252259753	0.989375991590888	4.768747745	0.988567027140123
5.544536465	0.980731845761938	4.407692339	0.981102598574961	9.666395704	0.989521452544464	4.995921459	0.988680707354928
5.735189994	0.981002222388178	4.605349962	0.98119293203683	10.083337213	0.989458231475108	5.232488672	0.988671731364431
5.934234045	0.981256544710596	4.802085854	0.981271438711502	10.497836598	0.989545820621656	5.460389539	0.988354686139272
6.130701803	0.981496398213381	4.999232145	0.981340538921453	10.908339654	0.989436539254024	5.688632188	0.988523813620154
6.327224415	0.981723150845477	5.193381552	0.981402120122211	11.321870992	0.989581921291341	5.915355987	0.988409608801975
6.522722413	0.981937990775227	5.38933553	0.981457654540346	11.738742361	0.989608955605027	6.142671345	0.988677524214409
6.720058841	0.982141956296224	5.584580768	0.981508292281292	12.170382139	0.989417547546826	6.369954013	0.98846827027861
6.916835937	0.982335959767836	5.782019132	0.981554933918961	12.608257156	0.989519280571271	6.595365581	0.988442401165518
7.125781351	0.98252080696705	5.973000557	0.981598286659465	13.045297427	0.989381818536163	6.833552444	0.988534126378837
7.339676881	0.9826972128697	6.172772488	0.981638907660752	13.459186858	0.989509878225497	7.060066703	0.988399625683574
7.536935822	0.98286581462436	6.366721345	0.981677237431424	13.881228785	0.989366571439061	7.287429718	0.988581654482215
7.732881901	0.983027182298901	6.565507204	0.981713625610338	14.294026411	0.989584584845858	7.514868473	0.988655189677743
7.935809685	0.983181827842313	6.76353346	0.981748350903504	14.707749741	0.989486411482199	7.742931025	0.988533979731853
8.132933711	0.983330212607015	6.961703052	0.98178163653639	15.132002926	0.989579434232823	7.969999361	0.988537228349797
8.326329433	0.983472753699754	7.165451409	0.981813662257292	15.54536225	0.989350746486927	8.205359723	0.988260813496655
8.521761984	0.983609829372854	7.368206004	0.981844573680031	15.962743684	0.989663308541803	8.429409958	0.988633351433341
8.718496621	0.983741783625162	7.602749012	0.981874489568956	16.397404397	0.989613037554123	8.65731017	0.988742137788822
8.914699101	0.983868930146258	7.826982948	0.981903507528686	16.813146733	0.989400183085716	8.88428321	0.988312032134764
9.112166626	0.983991555714218	8.043103642	0.981931708451782	17.244299068	0.989380707822404	9.111188794	0.988716082349867
9.309445687	0.984109923133773	8.276978664	0.981959160001897	17.662174957	0.989618936191324	9.336078495	0.988486833486343
9.506046292	0.984224273788346	8.499488568	0.981985919341621	18.081557264	0.989503432709247	9.564863796	0.987930663139351
9.705424914	0.984334829864148	8.728631291	0.982012035272524	18.515437388	0.989412041352443	9.816654601	0.988463686336133
9.904125937	0.984441796296058	8.949583165	0.98203754991485	19.028119853	0.989443543859384	10.042049422	0.988865651660554
10.113377887	0.984545362475045	9.185595704	0.982062500027076	19.490810252	0.989486771480529	10.268680658	0.988278042410771
10.305100727	0.984645703752237	9.401714665	0.982086918044108	19.90631352	0.989389888675295	10.50232846	0.988505673693091
10.501181466	0.984742982766784	9.616253064	0.982110832895366	20.314029772	0.989394377081865	10.744126233	0.988501522152475
10.697444211	0.984837350622343	9.836991462	0.982134270649237	20.725953103	0.989741169179851	10.971330862	0.988362179773605
10.893025801	0.984928947931811	10.050475254	0.982157255023859	21.145058355	0.989405246317165	11.205105053	0.988542797049131
11.088243615	0.985017905747984	10.279044222	0.98217980779053	21.554268146	0.989335810743581	11.431175843	0.988408110401841
11.285134487	0.98510434639404	10.497696908	0.982201949095571	21.966201776	0.989542101239424	11.658324861	0.98839605638264
11.481891189	0.985188384207088	10.714506939	0.98222369771611	22.378960718	0.989489750395591	11.894969309	0.98869988359537
11.675387347	0.985270126205105	10.930009191	0.982245071265458	22.791168148	0.989280611139749	12.123075137	0.988206688044029
11.875735927	0.985349672686205	11.147922966	0.982266086358537	23.20226804	0.989559775004359	12.350399366	0.988723617501756
12.073626291	0.985427117768934	11.353150962	0.982286758745457	23.615325977	0.989549206393041	12.578013479	0.988224358042026
12.268720821	0.985502549879554	11.550602355	0.982307103420725	24.039173088	0.989508453093435	12.804341456	0.988655532843576
12.464300959	0.985576052193017	11.748444698	0.982327134713219	24.455550553	0.989507040568547	13.032639292	0.988494207661433
12.659049251	0.985647703032722	11.945587159	0.982346866360296	24.868951723	0.989465529219114	13.260377781	0.988714962259527
12.854025943	0.985717576233004	12.152169682	0.982366311570221	25.282533932	0.989515665171807	13.486022087	0.988339093549567
13.062682188	0.985785741469157	12.346258442	0.982385483075004	25.696256915	0.989661774285218	13.712130919	0.988621782260452
13.263776437	0.985852264557785	12.54203798	0.982404393175414	26.113169646	0.989426937749408	13.939364516	0.98841149438687
13.461567085	0.98591720773104	12.742192972	0.982423053780384	26.529346138	0.989531006311678	14.172492114	0.988194373805778
13.657538096	0.985980629887214	12.940235375	0.98244147644087	26.945478247	0.989751533968608	14.399254267	0.988369051623153
13.848152541	0.986042586819802	13.137422009	0.982459672380794	27.365988432	0.989433353705491	14.625591457	0.988535041310351
14.045768867	0.986103131428034	13.332589703	0.982477652523946	27.777451638	0.989683004651401	14.852579876	0.988436222719364
14.243443064	0.986162313909411	13.529749621	0.982495427519134	28.192572594	0.989463790903438	15.078044519	0.988451869403125
14.442040311	0.986220181937165	13.727499786	0.982513007762952	28.606889706	0.989465361204666	15.304412321	0.988460999660102
14.639533303	0.98627678082333	13.92546122	0.982530403420729	29.034962846	0.989529122321322	15.530407077	0.988456743044275
14.836560587	0.986332153669362	14.122926394	0.982547624446476	29.446176825	0.989509451057762	15.756055776	0.9885852149668
15.032329958	0.986386341504476	14.318474313	0.982564680601697	29.861134226	0.989523073009725	15.983232714	0.988702004004263
15.229683573	0.986439383414067	14.514766474	0.982581581473022	30.282229942	0.989543038677755	16.209394205	0.98821146170333
15.425202022	0.986491316658111	14.711829051	0.982598336489098	30.694514587	0.98946392504775	16.436053217	0.988500965685124
15.621837037	0.986542176781003	14.908063764	0.982614954937287	31.126317565	0.989445317624602	16.661914336	0.988526079970001
15.819564126	0.986591997713282	15.097182274	0.982631445979449	31.539193043	0.989372501227458	16.901110127	0.988403236510794
16.017573302	0.986640811865793	15.294645401	0.982647818667341	31.954188067	0.989438397448764	17.128299006	0.988351961944341
16.219971026	0.986688650217664	15.487109291	0.982664081957867	32.38432855	0.989597397716497	17.361353737	0.988469482925543
16.416617673	0.986735542397664	15.686554965	0.9826802447279	32.799402726	0.989630557014596	17.588386204	0.988690768140893
16.613234261	0.986781516760019	15.87985664	0.982696315789095	33.214947739	0.989626971026408	17.815044065	0.988785269619834
16.813085691	0.986826600455424	16.095410559	0.982712303902247	33.634398663	0.989394422690295	18.042721103	0.988030413593327
17.010293992	0.986870819496401	16.293671667	0.982728217791848	34.079544846	0.989500154553083	18.27152126	0.988371733416538
17.207076541	0.986914198819535	16.496230792	0.982744066160335	34.510118742	0.989442413493722	18.4963402	0.988355763449428
17.403707091	0.986956762342269	16.691237872	0.98275985770282	34.921965887	0.989398235759776	18.721984995	0.988563638880505
17.598782199	0.986998533017084	16.886657692	0.982775601120848	35.331908994	0.989446902653311	18.947177113	0.988477985400033
17.797090467	0.98703953288169	17.083447423	0.982791305137426	35.744177694	0.989353704334983	19.173920679	0.988419367068416
17.995696544	0.987079783105988	17.285191733	0.982806978511344	36.155060865	0.989506592751924	19.417648066	0.988570166880841
18.195060413	0.987119304036421	17.482208938	0.982822630051901	36.572165055	0.989461760822998	19.643726785	0.988463827368343
18.391905903	0.987158115237225	17.679156977	0.982838268633703	36.985136937	0.989538939107176	19.870554526	0.988518724036928
18.590251195	0.987196235529398	17.875594773	0.982853903211687	37.398038441	0.989662874955363	20.09770322	0.988026406499267
18.78661334	0.987233683027074	18.072802587	0.982869542836342	37.813435446	0.989374050045126	20.332445357	0.988807880305968
18.983065346	0.987270475172146	18.269356297	0.982885196669389	38.226900341	0.98984936772975	20.559707244	0.988211890782043
19.181604521	0.987306628766266	18.46546099	0.982900873998994	38.646706749	0.989446257498343	20.792963748	0.988430327523467
19.379997568	0.987342160001366	18.663085483	0.98291658425623	39.113888764	0.989603755354086	21.018378361	0.988677737455045
19.577182365	0.987377084488352	18.859731822	0.982932337031135	39.537441333	0.989458314394344	21.244501006	0.988274824581658
19.77440366	0.987411417284115	19.051106827	0.982948142089045	39.953222444	0.98941184377164	21.4786725	0.988522848900322
19.972607623	0.987445172916905	19.249766479	0.982964009387616	40.361108062	0.989217778962546	21.712506496	0.98835051691614
20.167590901	0.987478365410442	19.449121263	0.982979949093641	40.771434501	0.989414443270152	21.952504937	0.988907971116051
20.363202226	0.987511008306658	19.644106453	0.982995971600359	41.187321385	0.989275359510268	22.179908024	0.988815175618841
20.560226136	0.987543114687131	19.840417694	0.983012087544858	41.607570541	0.989565766506415	22.40592073	0.988219620537247
20.750756182	0.987574697193394	20.034745783	0.983028307825748	42.023051806	0.989430676669237	22.631450288	0.988236649477828
20.951002805	0.987605768046135	20.230670753	0.983044643620484	42.441202914	0.989727413981095	22.858304051	0.988653563915889
